2.1.4.2,2.1,Saccostrea,,,,,986.63,949.64,,14.42,12.48,3.38,NA,NA,Calcite,0,N,bad,1
2.1.4.3,2.1,Saccostrea,,,,,751.42,720.64,,12.28,12.05,2.74,NA,NA,Calcite,0,N,broken,1
2.1.4.4,2.1,Saccostrea,,,,,538.84,509.53,,9.87,10.36,3.53,NA,NA,Calcite,0,N,broken,1
2.1.4.5,2.1,Saccostrea,,,,,608.76,0,,13.55,10.47,2.53,NA,NA,Calcite,0,N,broken,1
2.1.4.6,2.1,Saccostrea,,,,,604.84,575.14,,11.18,11.85,2.73,NA,NA,Calcite,0,N,bad,1
2.1.4.7,2.1,Saccostrea,,,,,494.88,485.61,,10.82,8.46,3.96,NA,NA,Calcite,0,Y,,0
2.1.4.8,2.1,Saccostrea,,,,,1020.72,1011.13,,16.15,11.09,3.69,NA,NA,Calcite,0,Y,bad,1
2.1.4.9,2.1,Saccostrea,,,,,505.37,497.46,,14.13,9.97,2.15,NA,NA,Calcite,0,Y,bad,1
2.1.4.10,2.1,Saccostrea,,,,,1213.59,1191.07,,13.63,12.68,3.22,NA,NA,Calcite,0,Y,,0
2.1.4.11,2.1,Saccostrea,,,,,810.75,0,,12.85,11.5,2.68,NA,NA,Calcite,0,Y,broken,1
2.1.4.12,2.1,Saccostrea,,,,,553.28,538.65,,11.21,12.93,2.2,NA,NA,Calcite,0,Y,,0
2.1.5.1,2.1,Anadara,,,,,373.69,361.78,,7.7,10.29,1.95,8.722,9.557,Mixed,NA,N,"calcx is y, swapped",0
2.1.5.2,2.1,Anadara,,,,,384.82,373.49,,8.12,11.44,1.92,9.656,8.181,Mixed,NA,N,"calcx is y, swapped",0
2.1.5.3,2.1,Anadara,,,,,518.97,500.86,,12.11,9.22,2.15,14.084,12.987,Mixed,NA,N,calcx is x,0
2.1.5.4,2.1,Anadara,,,,,920.17,894.3,,11.59,11.29,3.22,13.679,12.613,Mixed,NA,N,calcx is x,0
2.1.5.5,2.1,Anadara,,,,,688.8,669.76,,7.74,11.2,3.63,9.194,10.116,Mixed,NA,N,"calcx is y, swapped",0
2.1.5.6,2.1,Anadara,,,,,420.9,409.57,,7.65,7.24,3.05,9.446,9.158,Mixed,NA,N,calcx is x,0
2.1.5.7,2.1,Anadara,,,,,756.1,751.52,,12.59,11.28,2.33,NA,NA,Mixed,NA,Y,bad,1
2.1.5.8,2.1,Anadara,,,,,622.34,617.57,,12.97,7.79,2.62,NA,NA,Mixed,NA,Y,bad,1
2.1.5.9,2.1,Anadara,,,,,468.55,465.11,,11.49,7.71,2.25,NA,NA,Mixed,NA,Y,bad,1
2.1.5.10,2.1,Anadara,,,,,461.41,457.81,,10.53,8.54,2.47,NA,NA,Mixed,NA,Y,bad,1
2.1.5.11,2.1,Anadara,,,,,538.15,530.43,,9.41,9.04,2.21,10.245,11.082,Mixed,NA,Y,calcx is x,0
2.1.5.12,2.1,Anadara,,,,,690.39,683,,12.87,8.64,3.22,NA,NA,Mixed,NA,Y,bad,1
2.1.6.1,2.1,Centrostephanus,,,,,205.19,0,,61.07,2.18,2.15,NA,NA,Calcite,0.08,N,broken,1
2.1.6.2,2.1,Centrostephanus,,,,,233.72,213.5,,56.3,2.91,2.96,NA,NA,Calcite,0.08,N,,0
2.1.6.3,2.1,Centrostephanus,,,,,201.04,184.2,,66.78,2.37,2.32,NA,NA,Calcite,0.08,N,,0
2.1.6.4,2.1,Centrostephanus,,,,,216.82,0,,45.33,3.18,2.87,NA,NA,Calcite,0.08,N,broken,1
2.1.6.5,2.1,Centrostephanus,,,,,225.04,206.35,,60.74,2.6,2.59,NA,NA,Calcite,0.08,N,,0
2.1.6.6,2.1,Centrostephanus,,,,,245.25,0,,50.5,3.04,3.01,NA,NA,Calcite,0.08,N,broken,1
2.2.1.1,2.2,Aragonite,,,,,1556.15,1528.24,,8.94,7.91,8.47,NA,NA,Aragonite,NA,N,,0
2.2.1.2,2.2,Aragonite,,,,,1728.29,1702.21,,11.26,7.14,7.53,NA,NA,Aragonite,NA,N,,0
2.2.1.3,2.2,Aragonite,,,,,864.06,851.99,,8.74,3.58,8.27,NA,NA,Aragonite,NA,N,,0
2.2.1.4,2.2,Aragonite,,,,,1472.69,1457.38,,10.07,7.35,6.99,NA,NA,Aragonite,NA,N,,0
2.2.1.5,2.2,Aragonite,,,,,1067.74,1056.26,,9.1,7.35,6.61,NA,NA,Aragonite,NA,N,,0
2.2.1.6,2.2,Aragonite,,,,,1668.24,1654.7,,10.99,7.89,6.64,NA,NA,Aragonite,NA,N,,0
2.2.2.1,2.2,Calcite,,,,,236.12,228.83,,7.27,6.27,1.86,NA,NA,Calcite,0.01,N,,0
2.2.2.2,2.2,Calcite,,,,,219.78,214.43,,6.29,5.25,2.68,NA,NA,Calcite,0.01,N,,0
2.2.2.3,2.2,Calcite,,,,,777.38,768.95,,9.42,6.38,5.14,NA,NA,Calcite,0.01,N,,0
2.2.2.4,2.2,Calcite,,,,,437.45,431.86,,8.34,6.17,3.74,NA,NA,Calcite,0.01,N,,0
2.2.2.5,2.2,Calcite,,,,,820.42,811.75,,9,7.88,5.03,NA,NA,Calcite,0.01,N,,0
2.2.2.6,2.2,Calcite,,,,,928.92,921.21,,9.68,7.43,5.4,NA,NA,Calcite,0.01,N,,0
2.2.3.1,2.2,Pecten,,,,,669.76,642.48,,12,20.52,1.35,14.832,15.609,Calcite,0.01,N,"calcx is y, swapped",0
2.2.3.2,2.2,Pecten,,,,,662.78,640.68,,18.29,12.03,1.27,20.499,21.252,Calcite,0.01,N,,0
2.2.3.3,2.2,Pecten,,,,,740.89,718.68,,13.15,21.52,1.23,16.639,16.862,Calcite,0.01,N,"calcx is y, swapped",0
2.2.3.4,2.2,Pecten,,,,,519.8,501.67,,18.72,12.05,1.03,20.837,20.665,Calcite,0.01,N,,0
2.2.3.5,2.2,Pecten,,,,,1420.53,1383.28,,22.99,22.09,1.21,26.006,26.909,Calcite,0.01,N,,0
2.2.3.6,2.2,Pecten,,,,,860.6,840.56,,18.9,16.97,1.34,21.903,24.432,Calcite,0.01,N,,0
2.2.3.7,2.2,Pecten,,,,,569.14,548.63,,16.86,12.05,1.27,19.467,18.848,Calcite,0.01,Y,,0
2.2.3.8,2.2,Pecten,,,,,906.97,887.62,,13.27,18.59,1.47,14.203,16.179,Calcite,0.01,Y,"calcx is y, swapped",0
2.2.3.9,2.2,Pecten,,,,,598.12,585.04,,19.6,11.66,1.15,NA,NA,Calcite,0.01,Y,bad,1
2.2.3.10,2.2,Pecten,,,,,478.73,471.17,,19.29,8.21,1.19,NA,NA,Calcite,0.01,Y,bad,1
2.2.3.11,2.2,Pecten,,,,,402.28,390.85,,20.48,9.82,0.94,22.604,22.326,Calcite,0.01,Y,,0
2.2.3.12,2.2,Pecten,,,,,1099.63,1073.61,,22.06,17.97,1.39,24.908,25.627,Calcite,0.01,Y,,0
2.2.4.1,2.2,Saccostrea,,,,,666.72,654.9,,13.39,6.61,4.07,NA,NA,Calcite,0,N,,0
2.2.4.2,2.2,Saccostrea,,,,,592.76,582.2,,13.46,9.1,2.7,NA,NA,Calcite,0,N,,0
2.2.4.3,2.2,Saccostrea,,,,,312.65,301.03,,11.33,10.04,1.48,NA,NA,Calcite,0,N,,0
2.2.4.4,2.2,Saccostrea,,,,,449.27,436.54,,11.85,10.57,2.21,NA,NA,Calcite,0,N,,0
2.2.4.5,2.2,Saccostrea,,,,,606.92,586.81,,11.88,11.19,2.26,NA,NA,Calcite,0,N,,0
2.2.4.6,2.2,Saccostrea,,,,,498.93,469.43,,10.99,9.82,3.05,NA,NA,Calcite,0,N,"chipped, bad",1
2.2.4.7,2.2,Saccostrea,,,,,813.35,795.72,,18.32,10.6,2.01,NA,NA,Calcite,0,Y,,0
2.2.4.8,2.2,Saccostrea,,,,,1231.96,1214.14,,16.69,11.89,3.07,NA,NA,Calcite,0,Y,,0
2.2.4.9,2.2,Saccostrea,,,,,941.69,933.82,,12.51,13.17,3.57,NA,NA,Calcite,0,Y,bad seal,1
2.2.4.10,2.2,Saccostrea,,,,,1193.98,1175.45,,21.37,10.72,3.06,NA,NA,Calcite,0,Y,,0
2.2.4.11,2.2,Saccostrea,,,,,1045.41,1014.22,,17.92,8.83,3.3,NA,NA,Calcite,0,Y,bad,1
2.2.4.12,2.2,Saccostrea,,,,,638.35,626.93,,13.06,10.69,2.47,NA,NA,Calcite,0,Y,,0
2.2.5.1,2.2,Anadara,,,,,505.03,492.91,,10.66,7.72,2.81,15.97,13.45,Mixed,NA,N,calcx is x,0
2.2.5.2,2.2,Anadara,,,,,684.53,668.12,,11.64,11.99,2.42,14.21,12.031,Mixed,NA,N,calcx is x,0
2.2.5.3,2.2,Anadara,,,,,822.51,811.04,,10.17,10.37,3.7,12.689,11.803,Mixed,NA,N,calcx is x,0
2.2.5.4,2.2,Anadara,,,,,559.81,549.22,,10.8,7.5,3.53,13.616,13.562,Mixed,NA,N,calcx is x,0
2.2.5.5,2.2,Anadara,,,,,833.69,815.8,,10.77,10.61,3.43,12.738,12.56,Mixed,NA,N,calcx is x,0
2.2.5.6,2.2,Anadara,,,,,740.53,726.37,,11.04,10.6,2.34,13.559,12.936,Mixed,NA,N,calcx is x,0
2.2.5.7,2.2,Anadara,,,,,689.74,680.6,,12.72,8.86,2.56,13.656,14.655,Mixed,NA,Y,calcx is x,0
2.2.5.8,2.2,Anadara,,,,,1016.16,1004.35,,10.56,16.09,3.12,12.04,12.279,Mixed,NA,Y,"calcx is y, swapped",0
2.2.5.9,2.2,Anadara,,,,,384.82,380.16,,10.47,8.86,2.01,NA,NA,Mixed,NA,Y,bad,1
2.2.5.10,2.2,Anadara,,,,,742.39,733.99,,9.03,12.28,2.67,11.869,12.152,Mixed,NA,Y,"calcx is y, swapped",0
2.2.5.11,2.2,Anadara,,,,,557.66,548.65,,10.79,8.12,3.03,12.677,13.068,Mixed,NA,Y,calcx is x,0
2.2.5.12,2.2,Anadara,,,,,514.91,508.13,,10.35,9.19,2.47,11.285,10.518,Mixed,NA,Y,calcx is x,0
2.2.6.1,2.2,Centrostephanus,,,,,292.34,0,,74.1,3,2.86,NA,NA,Calcite,0.08,N,broken,1
2.2.6.2,2.2,Centrostephanus,,,,,130.6,116.09,,50.05,2.11,2.2,NA,NA,Calcite,0.08,N,broken,1
2.2.6.3,2.2,Centrostephanus,,,,,206.87,160.93,,57.01,2.75,3.04,NA,NA,Calcite,0.08,N,broken,1
2.2.6.4,2.2,Centrostephanus,,,,,139.68,0,,51.58,2.05,2.23,NA,NA,Calcite,0.08,N,broken,1
2.2.6.5,2.2,Centrostephanus,,,,,245.55,219.46,,59.37,2.91,2.96,NA,NA,Calcite,0.08,N,broken?,1
2.2.6.6,2.2,Centrostephanus,,,,,178.99,167.09,,43.54,2.83,2.78,NA,NA,Calcite,0.08,N,,0
2.3.1.1,2.3,Aragonite,,,,,1724.45,1705.14,,11.02,6.88,7.06,NA,NA,Aragonite,NA,N,,0
2.3.1.2,2.3,Aragonite,,,,,1328.19,1305.51,,10.98,7.39,6.13,NA,NA,Aragonite,NA,N,,0
2.3.1.3,2.3,Aragonite,,,,,1874.22,1854.15,,10.68,9.61,14.69,NA,NA,Aragonite,NA,N,,0
2.3.1.4,2.3,Aragonite,,,,,1566.54,1540.94,,10.76,9.39,6.74,NA,NA,Aragonite,NA,N,,0
2.3.1.5,2.3,Aragonite,,,,,1773.85,1760.03,,7.95,6.75,13.23,NA,NA,Aragonite,NA,N,,0
2.3.1.6,2.3,Aragonite,,,,,1556.86,1541.81,,13.94,7.05,6.11,NA,NA,Aragonite,NA,N,,0
2.3.2.1,2.3,Calcite,,,,,648.29,643.47,,9.57,8.16,3.42,NA,NA,Calcite,0.01,N,,0
2.3.2.2,2.3,Calcite,,,,,460.25,453.5,,8.26,4.64,4.71,NA,NA,Calcite,0.01,N,,0
2.3.2.3,2.3,Calcite,,,,,282.13,274.98,,10.25,7.51,1.46,NA,NA,Calcite,0.01,N,,0
2.3.2.4,2.3,Calcite,,,,,833.37,824.09,,7.71,7.46,5.52,NA,NA,Calcite,0.01,N,,0
2.3.2.5,2.3,Calcite,,,,,1020.3,1015.33,,8.76,6.74,7.07,NA,NA,Calcite,0.01,N,,0
2.3.2.6,2.3,Calcite,,,,,557.3,550.64,,7.37,6.84,4.23,NA,NA,Calcite,0.01,N,,0
2.3.3.1,2.3,Pecten,,,,,988.27,955.4,,20.11,20.26,1.13,23.747,24.148,Calcite,0.01,N,,0
2.3.3.2,2.3,Pecten,,,,,747.33,725.19,,20.47,12.92,1.19,23.5,24.14,Calcite,0.01,N,,0
2.3.3.3,2.3,Pecten,,,,,854.69,828.07,,20.54,16.45,1.21,20.912,21.259,Calcite,0.01,N,,0
2.3.3.4,2.3,Pecten,,,,,688.11,664.56,,19.77,12.91,1.19,21.86,22.527,Calcite,0.01,N,,0
2.3.3.5,2.3,Pecten,,,,,1190.2,1165.95,,20.66,19.92,1.54,23.687,23.301,Calcite,0.01,N,,0
2.3.3.6,2.3,Pecten,,,,,636.88,619.24,,17.88,11.74,1,19.66,20.092,Calcite,0.01,N,,0
2.3.3.7,2.3,Pecten,,,,,768.08,753.14,,19.17,11.83,1.7,21.623,21.979,Calcite,0.01,Y,,0
2.3.3.8,2.3,Pecten,,,,,573.15,552.54,,18.31,11.99,0.99,20.88,20.861,Calcite,0.01,Y,,0
2.3.3.9,2.3,Pecten,,,,,832.07,809.2,,21.5,15.38,1.02,24.708,24.241,Calcite,0.01,Y,,0
2.3.3.10,2.3,Pecten,,,,,628.32,614.75,,20.46,11.04,1.28,24.291,22.775,Calcite,0.01,Y,,0
2.3.3.11,2.3,Pecten,,,,,825.66,816.79,,20.05,11.36,1.7,NA,NA,Calcite,0.01,Y,seal bad,1
2.3.3.12,2.3,Pecten,,,,,586.65,573.42,,19.82,12.31,0.98,22.551,22.982,Calcite,0.01,Y,,0
2.3.4.1,2.3,Saccostrea,,,,,1144.9,1117.57,,15.23,13.14,2.53,NA,NA,Calcite,0,N,,0
2.3.4.2,2.3,Saccostrea,,,,,397.17,385.14,,11.87,10.01,2.45,NA,NA,Calcite,0,N,,0
2.3.4.3,2.3,Saccostrea,,,,,636.19,622.08,,17.68,8.92,2.12,NA,NA,Calcite,0,N,,0
2.3.4.4,2.3,Saccostrea,,,,,573.92,562.47,,13.02,10.05,2.1,NA,NA,Calcite,0,N,,0
2.3.4.5,2.3,Saccostrea,,,,,561.52,551.49,,11.66,9.99,2.49,NA,NA,Calcite,0,N,,0
2.3.4.6,2.3,Saccostrea,,,,,580.2,556.07,,18.99,12.39,1.44,NA,NA,Calcite,0,N,,0
2.3.4.7,2.3,Saccostrea,,,,,685.21,674.33,,15.2,9.97,2.02,NA,NA,Calcite,0,Y,,0
2.3.4.8,2.3,Saccostrea,,,,,516.75,510.7,,10.62,9.3,2.56,NA,NA,Calcite,0,Y,bad,1
2.3.4.9,2.3,Saccostrea,,,,,698.23,690.98,,10.17,10.11,3.72,NA,NA,Calcite,0,Y,,0
2.3.4.10,2.3,Saccostrea,,,,,1034.34,1022.12,,12.27,11.01,3.52,NA,NA,Calcite,0,Y,,0
2.3.4.11,2.3,Saccostrea,,,,,705.36,693.98,,12.59,10.4,2.85,NA,NA,Calcite,0,Y,,0
2.3.4.12,2.3,Saccostrea,,,,,495.62,491.39,,9.21,8.74,3.21,NA,NA,Calcite,0,Y,,0
2.3.5.1,2.3,Anadara,,,,,522.56,509.1,,12.81,10.18,1.56,14.771,15.076,Mixed,NA,N,calcx is x,0
2.3.5.2,2.3,Anadara,,,,,546.9,531.5,,14.08,8.34,1.99,17.094,17.23,Mixed,NA,N,calcx is x,0
2.3.5.3,2.3,Anadara,,,,,691.26,676.62,,12.17,8.63,2.66,15.663,14.31,Mixed,NA,N,calcx is x,0
2.3.5.4,2.3,Anadara,,,,,521.55,510.25,,9.47,6.8,3.95,11.516,10.835,Mixed,NA,N,calcx is x,0
2.3.5.5,2.3,Anadara,,,,,779.57,768.86,,9.98,15.26,2.45,12.677,11.764,Mixed,NA,N,"calcx is y, swapped",0
2.3.5.6,2.3,Anadara,,,,,504.7,496.83,,13.58,8.69,2.03,16.801,16.08,Mixed,NA,N,calcx is x,0
2.3.5.7,2.3,Anadara,,,,,648.55,637.53,,14.7,8.77,2.81,18.196,19.468,Mixed,NA,Y,calcx is x,0
2.3.5.8,2.3,Anadara,,,,,1197.3,1186.18,,14.67,11.88,3.04,17.904,19.726,Mixed,NA,Y,calcx is x,0
2.3.5.9,2.3,Anadara,,,,,739.39,720.18,,11.98,11.63,2.17,NA,NA,Mixed,NA,Y,bad?,1
2.3.5.10,2.3,Anadara,,,,,1342.88,1335.42,,13.45,11.07,2.17,15.851,15.283,Mixed,NA,Y,calcx is x,0
2.3.5.11,2.3,Anadara,,,,,841.58,833.39,,17.59,8.67,2.76,20.951,21.364,Mixed,NA,Y,calcx is x,0
2.3.5.12,2.3,Anadara,,,,,367.26,363.36,,10.36,8.99,2.08,11.903,12.076,Mixed,NA,Y,calcx is x,0
2.3.6.1,2.3,Centrostephanus,,,,,233.31,0,,48.54,2.96,3.06,NA,NA,Calcite,0.08,N,broken,1
2.3.6.2,2.3,Centrostephanus,,,,,307.24,279.22,,75.6,3.07,2.91,NA,NA,Calcite,0.08,N,broken?,1
2.3.6.3,2.3,Centrostephanus,,,,,251.65,230.85,,54.52,2.96,3.07,NA,NA,Calcite,0.08,N,broken,1
2.3.6.4,2.3,Centrostephanus,,,,,217.93,202.4,,62.36,2.79,2.7,NA,NA,Calcite,0.08,N,,0
2.3.6.5,2.3,Centrostephanus,,,,,290.82,271.68,,71.88,3.02,2.84,NA,NA,Calcite,0.08,N,,0
2.3.6.6,2.3,Centrostephanus,,,,,241.78,226.41,,49.64,2.89,3.04,NA,NA,Calcite,0.08,N,,0
